B1NN=Cc2ccccc21 aaa
[CH]=C1NC(=O)[CH]NC(=O)[CH]NC(=O)[CH]NC(=O)[CH][CH]OC(=O)[CH]NC1=O hqg
[CH]=C1NC(=O)[CH]NC1=O hqh
[CH]=C1NC(=O)[CH]S1 hqi
[CH]=C1NC(=O)c2c1cc[nH]c2=O hqj
[CH]=C1NC(=O)c2c1cc[nH]c2=S hqk
[CH]=C1NC(=O)c2ccccc21 hql
[CH]=C1NC(=O)c2ccccc2C1=O hqm
[CH]=C1NC(=O)c2ccccc2N1 hqn
[CH]=C1NC(=O)c2ccccc2S1 hqo
[CH]=C1NC(=O)c2cccnc2N1 hqp
[CH]=C1NC(=S)C2Cc3ccccc3C1N2 hqq
[CH]=C1NC(=S)NC1=O hqr
[CH]=C1NC(=S)SC1=O hqs
[CH]=C1NC2(CCCC2)Cc2ccccc21 hqt
[CH]=C1NC2([CH]S1)c1ccccc1Nc1ccccc12 hqu
[CH]=C1NC2CCCCC2NC1=O hqv
[CH]=C1NC=CC1=O hqw
[CH]=C1NC=CS1 hqx
[CH]=C1NC=Cc2ccccc21 hqy
[CH]=C1NC=NC1=O hqz
[CH]=C1NCC2c3ccccc3CCN2C1=O hqA
[CH]=C1NCCN1 hqB
[CH]=C1NCCO1 hqC
[CH]=C1NCCS1 hqD
[CH]=C1NCCc2ccccc21 hqE
[CH]=C1NN=NN1 hqF
[CH]=C1NNC(=O)N1 hqG
[CH]=C1NNC=CC1=O hqH
[CH]=C1NS(=O)(=O)c2ccccc2C1=O hqI
[CH]=C1N[CH]CS1 hqJ
[CH]=C1N[CH]Cc2c1ccc1ccccc21 hqK
[CH]=C1N[CH]Cc2ccccc21 hqL
[CH]=C1N[CH]NC1=O hqM
[CH]=C1N[CH]OC1=O hqN
[CH]=C1Nc2c(ccc3ccccc23)O1 hqO
[CH]=C1Nc2c(ccc3ccccc23)S1 hqP
[CH]=C1Nc2c(ccc3ccoc23)S1 hqQ
[CH]=C1Nc2c(ccc3ccsc23)S1 hqR
[CH]=C1Nc2c(ccc3sccc23)S1 hqS
[CH]=C1Nc2c(oc3ccccc23)S1 hqT
[CH]=C1Nc2c(sc3ccccc23)S1 hqU
[CH]=C1Nc2cc3c(cc2S1)OCO3 hqV
[CH]=C1Nc2ccc3ccccc3c2S1 hqW
[CH]=C1Nc2ccccc21 hqX
[CH]=C1Nc2ccccc2C12[CH]c1[nH]c3ccccc3c1CC2 hqY
[CH]=C1Nc2ccccc2C1=O hqZ
[CH]=C1Nc2ccccc2N1 hra
[CH]=C1Nc2ccccc2NC1=O hrb
[CH]=C1Nc2ccccc2NC1=[CH] hrc
[CH]=C1Nc2ccccc2O1 hrd
[CH]=C1Nc2ccccc2OC1=O hre
[CH]=C1Nc2ccccc2S1 hrf
[CH]=C1Nc2ccccc2SC1=N hrg
[CH]=C1Nc2ccccc2SC1=O hrh
[CH]=C1Nc2ccccc2[Se]1 hri
[CH]=C1Nc2cccnc2NC1=O hrj
[CH]=C1Nc2cccnc2NC1=[CH] hrk
[CH]=C1Nc2ccncc2N1 hrl
[CH]=C1Nc2nc[nH]c(=O)c2S1 hrm
[CH]=C1Nc2ncccc2C1=O hrn
[CH]=C1Nc2ncnc(=O)c2S1 hro
[CH]=C1Nn2cnnc2S1 hrp
[CH]=C1OC(=N)[CH]C1=O hrq
[CH]=C1OC(=O)NC1=O hrr
[CH]=C1OC(=O)[CH]C1=O hrs
[CH]=C1OC(=O)c2c1cc[nH]c2=O hrt
[CH]=C1OC(=O)c2c1cc[nH]c2=S hru
[CH]=C1OC(=O)c2ccccc2-c2ccccc21 hrv
[CH]=C1OC(=O)c2ccccc21 hrw
[CH]=C1OC(=S)NC1=O hrx
[CH]=C1OC=CC1=O hry
[CH]=C1OC=CS1 hrz
[CH]=C1OC=Cc2ccccc21 hrA
[CH]=C1OC=NC1=O hrB
[CH]=C1OCC2CCC[CH]N2C1=O hrC
[CH]=C1OCc2ccccc21 hrD
[CH]=C1O[CH]CN2[CH]CON=C12 hrE
[CH]=C1O[CH]CNC1=O hrF
[CH]=C1O[CH]OC(=[CH])C1=O hrG
[CH]=C1O[CH][CH]O1 hrH
[CH]=C1O[CH]c2ccccc21 hrI
[CH]=C1Oc2c(ccc3ccccc23)C1=O hrJ
[CH]=C1Oc2ccc3c(c2C1=O)OC1=CC=CC(=O)C13 hrK
[CH]=C1Oc2ccc3ccccc3c2C1=O hrL
[CH]=C1Oc2ccccc2-c2ccc3c(c21)C=C[CH]N3 hrM
[CH]=C1Oc2ccccc2C1=O hrN
[CH]=C1Oc2ccccc2NC1=O hrO
[CH]=C1Oc2ccccc2S1 hrP
[CH]=C1Oc2ccccc2S1(=O)=O hrQ
[CH]=C1Oc2ccoc(=O)c2S1 hrR
[CH]=C1S(=O)(=O)OCCOS1(=O)=O hrS
[CH]=C1S(=O)(=O)c2ccccc2S1(=O)=O hrT
[CH]=C1SC(=N)NC1=O hrU
[CH]=C1SC(=N)[CH]C1=O hrV
[CH]=C1SC(=O)NC1=N hrW
[CH]=C1SC(=O)NC1=O hrX
[CH]=C1SC(=O)NC1=S hrY
[CH]=C1SC(=S)NC1=O hrZ
[CH]=C1SC(=S)NC1=S hsa
[CH]=C1SC(=S)[CH]C1=O hsb
[CH]=C1SC2(NN=CS2)NC1=O hsc
[CH]=C1SC2C=CC=CN2C1=O hsd
[CH]=C1SC2C=Nc3ccccc3N2C1=O hse
[CH]=C1SC2CCC(=O)N2C1=O hsf
[CH]=C1SC2NC=NN2C1=O hsg
[CH]=C1SC=CC1=O hsh
[CH]=C1SC=CS1 hsi
[CH]=C1SC=NC1=O hsj
[CH]=C1SC=NC1=S hsk
[CH]=C1SCCCS1 hsl
[CH]=C1SCCNC1=O hsm
[CH]=C1SCCS1 hsn
[CH]=C1SC[CH]C1=O hso
[CH]=C1S[CH]CS1 hsp
[CH]=C1S[CH]NC1=O hsq
[CH]=C1S[CH]S1 hsr
[CH]=C1S[CH]c2ccccc21 hss
[CH]=C1Sc2ccc3ccccc3c2C1=O hst
[CH]=C1Sc2ccccc2C1=O hsu
[CH]=C1Sc2ccccc2NC1=O hsv
[CH]=C1Sc2ccccc2S1 hsw
[CH]=C1Sc2scc[n+]2C1=O hsx
[CH]=C1[CH]C(=O)CC2[CH]CC[CH]C12 hsy
[CH]=C1[CH]C(=O)N1 hsz
[CH]=C1[CH]C(=O)NC(=S)N1 hsA
[CH]=C1[CH]C(=O)NC1=O hsB
[CH]=C1[CH]C(=O)NC=N1 hsC
[CH]=C1[CH]C(=O)c2ccccc2C1=O hsD
[CH]=C1[CH]C(=[CH])CNC1 hsE
[CH]=C1[CH]C(=[CH])c2ccccc21 hsF
[CH]=C1[CH]C1 hsG
[CH]=C1[CH]C2=C(CCCC2=O)N=C1 hsH
[CH]=C1[CH]C2=C(C[CH]CC2=O)N=C1 hsI
[CH]=C1[CH]C2=C(C[CH][CH]C2=O)N=C1 hsJ
[CH]=C1[CH]C2=C(N=C1)c1ccccc1C2=O hsK
[CH]=C1[CH]C2=C(N=C1)c1ccccc1S2(=O)=O hsL
[CH]=C1[CH]C2C(=O)CC3[CH]CCCC3C2CC1 hsM
[CH]=C1[CH]C2CCC3C4CC[CH]C=C4CCC3C2C1 hsN
[CH]=C1[CH]C2CCC3C4CC[CH]CC4=CCC3C2C1 hsO
[CH]=C1[CH]C2CCC3c4ccccc4CCC3C2C1 hsP
[CH]=C1[CH]C2CCCC23CC2(CCN13)OCCO2 hsQ
[CH]=C1[CH]C2CCN1CC2 hsR
[CH]=C1[CH]C2[CH]CCC3C(=C)C(=O)OC3C2C1=O hsS
[CH]=C1[CH]C=CC1=O hsT
[CH]=C1[CH]C=CN=C1 hsU
[CH]=C1[CH]C=CO[CH]1 hsV
[CH]=C1[CH]CC2C1CC(=O)C1C3CCC(=O)[CH]C3CCC21 hsW
[CH]=C1[CH]CC2C1CC(=O)C1C3CC[CH][CH]C3CCC21 hsX
[CH]=C1[CH]CC2C1CCC1C3C(=O)C=CCC3C3OC3C21 hsY
[CH]=C1[CH]CC2C1CCC1C3CC[CH]CC3CCC21 hsZ
[CH]=C1[CH]CC2C1C[CH]C1C3CC[CH][CH]C3CCC12 hta
[CH]=C1[CH]CC2C3Nc4ccccc4C3CCN2C1 htb
[CH]=C1[CH]CC2c3[nH]c4ccccc4c3CCN2C1 htc
[CH]=C1[CH]CCC(=[CH])C1=O htd
[CH]=C1[CH]CCC1 hte
[CH]=C1[CH]CCC2[CH]CC[CH]C12 htf
[CH]=C1[CH]CCCC1 htg
[CH]=C1[CH]CC[CH]C1 hth
[CH]=C1[CH]CCc2cccnc21 hti
[CH]=C1[CH]CNC1=O htj
[CH]=C1[CH]COC1=O htk
[CH]=C1[CH]C[CH]N1 htl
[CH]=C1[CH]Cc2c3[nH]c4ccccc4c3cc[n+]2C1 htm
[CH]=C1[CH]Cc2ccccc21 htn
[CH]=C1[CH]Cn2cccc2C1=O hto
[CH]=C1[CH]N2C(=O)CC2O1 htp
[CH]=C1[CH]N=Cc2ccccc2N1 htq
[CH]=C1[CH]NC(=N)NC1=O htr
[CH]=C1[CH]NC(=O)C1=O hts
[CH]=C1[CH]NC(=S)N=C1 htt
[CH]=C1[CH]NC(=S)S1 htu
[CH]=C1[CH]NC1 htv
[CH]=C1[CH]NC1=O htw
[CH]=C1[CH]NNC1=O htx
[CH]=C1[CH]Nc2ccccc21 hty
[CH]=C1[CH]Nc2ccccc2N1 htz
[CH]=C1[CH]O[CH]C1=O htA
[CH]=C1[CH]Oc2ccccc2C1=O htB
[CH]=C1[CH]SC=N1 htC
[CH]=C1[CH][CH]CC1 htD
[CH]=C1[CH][CH]COc2ccccc21 htE
[CH]=C1[CH][CH]Cc2ccccc21 htF
[CH]=C1[CH][CH]OC1=O htG
[CH]=C1[CH][CH]O[CH]1 htH
[CH]=C1[CH][CH][CH]C=C1 htI
[CH]=C1[CH][CH][CH]CC1=N htJ
[CH]=C1[CH][CH][CH]C[CH]1 htK
[CH]=C1[CH][CH][CH][CH]C1=O htL
[CH]=C1[CH][CH]c2c1ccc1c2OCO1 htM
[CH]=C1[CH][CH]c2ccccc21 htN
[CH]=C1[CH][N+]CC1 htO
[CH]=C1[CH]c2c(ccc3ccccc23)C1 htP
[CH]=C1[CH]c2c(ccc3ccccc23)N1 htQ
[CH]=C1[CH]c2c(nc(=O)nc2=O)N=C1 htR
[CH]=C1[CH]c2ccccc2C1=O htS
[CH]=C1[CH]c2ccccc2CC1 htT
[CH]=C1[CH]c2ccccc2N1 htU
[CH]=C1[CH]c2ccccc2O1 htV
[CH]=C1[CH]c2ccsc2N=C1 htW
[CH]=C1[CH]c2cncnc2N=C1 htX
[CH]=C1[CH]n2c(nc3ccccc32)N=C1 htY
[CH]=C1[CH]n2cccc2C1=O htZ
[CH]=C1[CH]n2ncnc2N=C1 hua
[CH]=C1[CH]n2nnnc2N=C1 hub
[CH]=C1[S+]CNC1=O huc
[CH]=C1c2cc3c(cc2-c2nc(=O)c4ccccc4c21)OCO3 hud
[CH]=C1c2ccccc2-c2ccc[o+]c21 hue
[CH]=C1c2ccccc2-c2ccccc21 huf
[CH]=C1c2ccccc2-c2ncccc21 hug
[CH]=C1c2ccccc2C(=N)c2ccccc21 huh
[CH]=C1c2ccccc2C(=O)c2ccccc21 hui
[CH]=C1c2ccccc2C(=O)c2ccsc21 huj
[CH]=C1c2ccccc2C=Cc2ccccc21 huk
[CH]=C1c2ccccc2CCc2ccccc21 hul
[CH]=C1c2ccccc2COc2ccccc21 hum
[CH]=C1c2ccccc2CSc2ccccc21 hun
[CH]=C1c2ccccc2OC2=CC(=O)C=CC12 huo
[CH]=C1c2ccccc2OCc2ncccc21 hup
[CH]=C1c2ccccc2Oc2ccccc21 huq
[CH]=C1c2ccccc2Sc2ccccc21 hur
[CH]=C1c2ccccc2[CH]c2ccccc21 hus
[CH]=C1n2c(nc3ccccc32)OC12CCCCC2 hut
[CH]=C=C huu
[CH]=C=C1C(=O)N2C=CCS(=O)(=O)C12 huv
[CH]=C=C1C(=O)N2C=CCSC12 huw
[CH]=C=C1CCC2C1CCC1c3ccccc3CCC12 hux
[CH]=C=C1[CH]c2ccccc2N1 huy
[CH]=C=C=[CH] huz
[CH]=C=C[PH](=O)O huA
[CH]=C=N huB
[CH]=C=NC=O huC
[CH]=C=[CH] huD
[CH]=CB(O)O huE
[CH]=CBr huF
[CH]=CCl huG
[CH]=CF huH
[CH]=CI huI
[CH]=CN huJ
[CH]=CN(C)C huK
[CH]=CN(C)C=O huL
[CH]=CN(C)O huM
[CH]=CN(C)OC huN
[CH]=CN(C)OC=O huO
[CH]=CN(C)[O-] huP
[CH]=CN(C=O)O[CH2] huQ
[CH]=CN([CH2])C(=O)OC huR
[CH]=CN([CH2])C=O huS
[CH]=CN([CH2])N=[CH] huT
[CH]=CN([CH2])O huU
[CH]=CN([CH2])OC huV
[CH]=CN([CH2])OC=O huW
[CH]=CN([CH2])[CH2] huX
[CH]=CN=C([NH])N huY
[CH]=CN=N huZ
[CH]=CN=P hva
[CH]=CN=[CH] hvb
[CH]=CN=[N+]=[N-] hvc
[CH]=CNC hvd
[CH]=CNC#N hve
[CH]=CNC(=O)NN=[CH] hvf
[CH]=CNC(=O)N[CH2] hvg
[CH]=CNC(=O)O[CH2] hvh
[CH]=CNC(=S)N[CH2] hvi
[CH]=CNC(N)=S hvj
[CH]=CNC([NH])=O hvk
[CH]=CNC([NH])=S hvl
[CH]=CNC=NO hvm
[CH]=CNC=O hvn
[CH]=CNC=S hvo
[CH]=CNN=[CH] hvp
[CH]=CNNC=O hvq
[CH]=CNN[SH](=O)=O hvr
[CH]=CNO hvs
[CH]=CNO[CH2] hvt
[CH]=CN[CH2] hvu
[CH]=CN[NH] hvv
[CH]=CN[SH](=O)=O hvw
[CH]=CO hvx
[CH]=COC hvy
[CH]=COC(=O)O hvz
[CH]=COC(=O)O[CH2] hvA
[CH]=COC=O hvB
[CH]=COP(=O)(OC)OC hvC
[CH]=COP(=S)(N[CH2])OC hvD
[CH]=CO[CH2] hvE
[CH]=CP(=O)(O)O hvF
[CH]=CP(=O)(OC)OC hvG
[CH]=CP(=O)(O[CH2])O[CH2] hvH
[CH]=CP(=O)([CH]O)OC hvI
[CH]=CP(C)(=O)O[CH2] hvJ
[CH]=CP([CH2])(=O)[O-] hvK
[CH]=CS hvL
[CH]=CS(=O)(=O)N([CH2])C hvM
[CH]=CS(=O)(=O)N([CH2])[CH2] hvN
[CH]=CS(=O)(=O)NC hvO
[CH]=CS(=O)(=O)NN(C)S(=O)(=O)C=[CH] hvP
[CH]=CS(=O)(=O)NN(C)[SH](=O)=O hvQ
[CH]=CS(=O)(=O)N[CH2] hvR
[CH]=CS(=O)(=O)O hvS
[CH]=CS(=O)(=O)OC hvT
[CH]=CS(=O)(=O)O[CH2] hvU
[CH]=CS(C)(=O)=O hvV
[CH]=CS([CH2])(=O)=O hvW
[CH]=CS([NH])(=O)=O hvX
[CH]=CSC hvY
[CH]=CSC(=NC#N)SC hvZ
[CH]=CSC=N hwa
[CH]=CSC=[CH] hwb
[CH]=CS[CH2] hwc
[CH]=C[N+](=O)[O-] hwd
[CH]=C[N+]([CH2])(C)C(=O)[O-] hwe
[CH]=C[NH] hwf
[CH]=C[O-] hwg
[CH]=C[P+] hwh
[CH]=C[PH](=O)O[CH2] hwi
[CH]=C[PH]=O hwj
[CH]=C[S+](C)[O-] hwk
[CH]=C[S+]([CH2])[O-] hwl
[CH]=C[S+]([O-])N=[CH] hwm
[CH]=C[S+][O-] hwn
[CH]=C[SH](=O)=O hwo
[CH]=C[SH]=O hwp
[CH]=C[Si](C)(C)C hwq
[CH]=N hwr
[CH]=NC hws
[CH]=NC#N hwt
[CH]=NC(=N)N hwu
[CH]=NC(=NNC)N[SH](=O)=O hwv
[CH]=NC(=O)OC hww
[CH]=NC(N)=S hwx
[CH]=NC([NH])=N hwy
[CH]=NC([NH])=O hwz
[CH]=NC=C(N)OC hwA
[CH]=NC=CN hwB
[CH]=NC=N hwC
[CH]=NC=NNC=O hwD
[CH]=NC=O hwE
[CH]=NCP(=O)(O[CH2])O[CH2] hwF
[CH]=NN hwG
[CH]=NN(C)C hwH
[CH]=NN(C)C(=O)N([CH2])C hwI
[CH]=NN(C)C(=O)NC hwJ
[CH]=NN(C)C(=O)N[CH2] hwK
[CH]=NN(C)C(=O)O[CH2] hwL
[CH]=NN(C)C(=S)N[CH2] hwM
[CH]=NN(C)C(N)=O hwN
[CH]=NN(C)C([NH])=O hwO
[CH]=NN(C)C([NH])=S hwP
[CH]=NN(C)C=O hwQ
[CH]=NN(C)C=S hwR
[CH]=NN(C)CN(C)N=[CH] hwS
[CH]=NN(C)[SH](=O)=O hwT
[CH]=NN([CH2])C hwU
[CH]=NN([CH2])C(=N)S hwV
[CH]=NN([CH2])C(N)=O hwW
[CH]=NN([CH2])C([NH])=O hwX
[CH]=NN([CH2])[CH2] hwY
[CH]=NN([CH2])[SH](=O)=O hwZ
[CH]=NN=C(N)N hxa
[CH]=NN=C(N)N=C([NH])S hxb
[CH]=NN=C(N)NN=[CH] hxc
[CH]=NN=C(N)NO hxd
[CH]=NN=C(N)N[CH2] hxe
[CH]=NN=C(N)N[N+](=O)[O-] hxf
[CH]=NN=C(N)S hxg
[CH]=NN=C(N)SB(F)F hxh
[CH]=NN=C(N)S[CH2] hxi
[CH]=NN=C(NN=[CH])NN=[CH] hxj
[CH]=NN=C(O)S hxk
[CH]=NN=C(S)NC hxl
[CH]=NN=C(S)NN=C([NH])S hxm
[CH]=NN=C(S)N[CH2] hxn
[CH]=NN=C(S)SC hxo
[CH]=NN=C(S)S[CH2] hxp
[CH]=NN=C(SC)SC hxq
[CH]=NN=C([NH])N hxr
[CH]=NN=C([NH])S hxs
[CH]=NN=CN hxt
[CH]=NN=COC hxu
[CH]=NN=CS hxv
[CH]=NN=C[NH] hxw
[CH]=NN=C[SeH] hxx
[CH]=NN=[CH] hxy
[CH]=NNC hxz
[CH]=NNC(=N)N hxA
[CH]=NNC(=N)NN hxB
[CH]=NNC(=N)NN=[CH] hxC
[CH]=NNC(=N)NO hxD
[CH]=NNC(=N)N[CH2] hxE
[CH]=NNC(=N)N[N+](=O)[O-] hxF
[CH]=NNC(=N)N[SH](=O)=O hxG
[CH]=NNC(=N)S hxH
[CH]=NNC(=N)SC hxI
[CH]=NNC(=N)S[CH2] hxJ
[CH]=NNC(=N[CH2])SC hxK
[CH]=NNC(=O)N(C)C hxL
[CH]=NNC(=O)N([CH2])C hxM
[CH]=NNC(=O)N([CH2])[CH2] hxN
[CH]=NNC(=O)NC hxO
[CH]=NNC(=O)NC(=O)OC hxP
[CH]=NNC(=O)NC=O hxQ
[CH]=NNC(=O)NN hxR
[CH]=NNC(=O)NN=C([NH])S hxS
[CH]=NNC(=O)NN=[CH] hxT
[CH]=NNC(=O)NNC hxU
[CH]=NNC(=O)NNC(=O)N[CH2] hxV
[CH]=NNC(=O)NNC([NH])=O hxW
[CH]=NNC(=O)NO hxX
[CH]=NNC(=O)N[CH2] hxY
[CH]=NNC(=O)O hxZ
[CH]=NNC(=O)OC hya
[CH]=NNC(=O)O[CH2] hyb
[CH]=NNC(=S)N(C)C hyc
[CH]=NNC(=S)N([CH2])C hyd
[CH]=NNC(=S)N([CH2])[CH2] hye
[CH]=NNC(=S)NC hyf
[CH]=NNC(=S)NCO[CH2] hyg
[CH]=NNC(=S)NN hyh
[CH]=NNC(=S)NN=[CH] hyi
[CH]=NNC(=S)NNC(=S)NC hyj
[CH]=NNC(=S)NNC(=S)NC=O hyk
[CH]=NNC(=S)NNC([NH])=O hyl
[CH]=NNC(=S)NNC([NH])=S hym
[CH]=NNC(=S)N[CH2] hyn
[CH]=NNC(=S)SC hyo
[CH]=NNC(=S)S[CH2] hyp
[CH]=NNC(=[Se])N(C)C hyq
[CH]=NNC(N)=NO hyr
[CH]=NNC(N)=N[CH2] hys
[CH]=NNC(N)=N[N+](=O)[O-] hyt
[CH]=NNC(N)=O hyu
[CH]=NNC(N)=S hyv
[CH]=NNC(S)=NN=C(S)N(C)C hyw
[CH]=NNC(S)=NN=C([NH])S hyx
[CH]=NNC(S)=NNC(=N)S hyy
[CH]=NNC(S)=NNC(S)=NC hyz
[CH]=NNC(S)=N[CH2] hyA
[CH]=NNC([NH])=O hyB
[CH]=NNC([NH])=S hyC
[CH]=NNC=C hyD
[CH]=NNC=N hyE
[CH]=NNC=NN hyF
[CH]=NNC=O hyG
[CH]=NNC=S hyH
[CH]=NNC=[Se] hyI
[CH]=NNN hyJ
[CH]=NNO hyK
[CH]=NNOC=O hyL
[CH]=NNS(=O)(=O)N(C)C hyM
[CH]=NNS(C)(=O)=O hyN
[CH]=NNS([CH2])(=O)=O hyO
[CH]=NN[CH2] hyP
[CH]=NN[CH]O hyQ
[CH]=NN[PH]=S hyR
[CH]=NN[SH](=O)=O hyS
[CH]=NO hyT
[CH]=NOC hyU
[CH]=NOC#N hyV
[CH]=NOC(=O)N(C)C hyW
[CH]=NOC(=O)N([CH2])[CH2] hyX
[CH]=NOC(=O)NC hyY
[CH]=NOC(=O)N[CH2] hyZ
[CH]=NOC(=O)O[CH2] hza
[CH]=NOC(F)F hzb
[CH]=NOC(N)=O hzc
[CH]=NOC([NH])=O hzd
[CH]=NOC=O hze
[CH]=NOCF hzf
[CH]=NOCOC hzg
[CH]=NOCON=[CH] hzh
[CH]=NOP(=S)(O[CH2])O[CH2] hzi
[CH]=NO[CH2] hzj
[CH]=NS([CH2])(=O)=O hzk
[CH]=N[CH2] hzl
[CH]=N[CH]N=[CH] hzm
[CH]=N[CH]P(=O)(O[CH2])O[CH2] hzn
[CH]=N[N+](C)(C)C hzo
[CH]=N[N-]C(N)=S hzp
[CH]=N[N-]C([NH])=S hzq
[CH]=N[N-]C=O hzr
[CH]=N[NH] hzs
[CH]=N[O-] hzt
[CH]=N[SH](=O)=O hzu
[CH]=O hzv
[CH]=P hzw
[CH]=S hzx
[CH]=S(C)(=O)NC=O hzy
[CH]=S(C)C hzz
[CH]=[CH] hzA
[CH]=[N+](C)C hzB
[CH]=[N+](C)[O-] hzC
[CH]=[N+]([CH-])N[CH2] hzD
[CH]=[N+]([CH2])[O-] hzE
[CH]=[N+]([O-])OC=O hzF
[CH]=[N+]1CCC(=O)[N-]1 hzG
[CH]=[N+]1CCc2ccccc2C1 hzH
[CH]=[N+]1[B-]OC(=O)[CH]1 hzI
[CH]=[N+]=[N-] hzJ
[CH]=[N+]C hzK
[CH]=[N+]N[CH2] hzL
[CH]=[N+][O-] hzM
[CH]=[O+][CH2] hzN
[CH]=[S+] hzO
[CH]=[Se] hzP
[CH]=c1[nH]c(=C)nc1=O hzQ
[CH]=c1[nH]c(=C)oc1=O hzR
[CH]=c1[nH]c(=O)c(=C2C(=O)Nc3ccccc32)[nH]c1=O hzS
[CH]=c1[nH]c(=O)c(=[CH])[nH]c1=O hzT
[CH]=c1[nH]c(=O)c(=[CH])s1 hzU
[CH]=c1[nH]c(=O)c2cc3ccccc3n2c1=O hzV
[CH]=c1[nH]c(=c2ccc(=C)cc2)nc1=O hzW
[CH]=c1[nH]c2cccc3cccc([nH]c1=O)c32 hzX
[CH]=c1[nH]c2ccccc2c1=[CH] hzY
[CH]=c1[nH]ccc1=C hzZ
[CH]=c1[nH]n2c(=O)c(=[CH])sc2nc1=O hAa
[CH]=c1[nH]nc(=O)c1=[CH] hAb
[CH]=c1c(=C)[nH][nH]c1=O hAc
[CH]=c1c(=C)[nH]oc1=O hAd
[CH]=c1c(=C)cc[nH]c1=O hAe
[CH]=c1c(=C)nc2ccccc12 hAf
[CH]=c1c(=C)oc2cc3ccccc3cc12 hAg
[CH]=c1c(=O)[nH]c2cc(=C)on2c1=N hAh
[CH]=c1c(=O)[nH]c2nc3ccccc3c(=O)n12 hAi
[CH]=c1c(=O)c2c3ccccc3cc3cccc1c32 hAj
[CH]=c1c(=O)c2cccc3cccc1c32 hAk
[CH]=c1c(=O)ccc2[nH]c3cccc(=O)c3nc12 hAl
[CH]=c1c(=O)n[nH]c1=C hAm
[CH]=c1c(=O)nc2n1CCCN=2 hAn
[CH]=c1c(=O)nc2nc3nc(=O)nc(=O)c3n2c1=O hAo
[CH]=c1c2ccccc2c(=[CH])c2ccccc12 hAp
[CH]=c1c2ccccc2n2[n+]c3c(c12)CCCC3 hAq
[CH]=c1c2ccccc2n2[n+]c3ccccc3c12 hAr
[CH]=c1c2ccccc2n2[n+]ccc12 hAs
[CH]=c1c2ccccc2n2c(=O)c3ccccc3nc12 hAt
[CH]=c1c2ccccc2n2nc3ccccc3c12 hAu
[CH]=c1cc2c([nH]1)=CCCC2 hAv
[CH]=c1cc2c(c3ccccc13)=Nc1ccccc1N2 hAw
[CH]=c1cc2c(oc1=O)=CC(=O)C=C2 hAx
[CH]=c1cc2c3c4ccc2cc1=NC(=O)C=CC=C[CH][CH][CH][CH][CH][CH][CH][CH]C=COC(O4)C3=O hAy
[CH]=c1cc2oc(=O)c3cccc(c3-2)c1=O hAz
[CH]=c1cc2oc1=CC2 hAA
[CH]=c1cc[nH]c(=C)c1=O hAB
[CH]=c1ccc(=C)[nH]1 hAC
[CH]=c1ccc(=C=[N-])cc1 hAD
[CH]=c1ccc2c(c1)N1C3=C(CCCC3)CC3CCCCC31N=2 hAE
[CH]=c1ccc2c(c1)NC1(CCCCC1)N=2 hAF
[CH]=c1ccc2nc3ccccc3n2c1=O hAG
[CH]=c1ccc2noc3c4ccccc4cc1c23 hAH
[CH]=c1ccn2c1=CS[CH]C2=O hAI
[CH]=c1ccnc1=C hAJ
[CH]=c1cnc(=[CH])[nH]1 hAK
[CH]=c1nc(=O)c(=C2C=Cc3ccccc3N2)s1 hAL
[CH]=c1nc(=O)c(=C2NCCS2)s1 hAM
[CH]=c1nc(=O)c(=C2Nc3ccccc3S2)s1 hAN
[CH]=c1nc(=O)c(=[CH])[nH]1 hAO
[CH]=c1nc(=O)c(=[CH])[nH]c1=O hAP
[CH]=c1nc(=O)c(=[CH])nc1=O hAQ
[CH]=c1nc(=O)c(=[CH])s1 hAR
[CH]=c1ncn2c1nc1ccccc12 hAS
[CH]=c1oc(=O)c(=[CH])oc1=O hAT
[CH]=c1oc2cncnc2c1=[CH] hAU
[CH]=c1oc2n(c1=O)[CH]C=CN=2 hAV
[CH]=c1sc(=C2C(=O)Nc3ccccc32)nc1=O hAW
[CH]=c1sc(=C2CCCC2=O)nc1=O hAX
[CH]=c1sc(=C2SC(=S)NC2=O)nc1=O hAY
[CH]=c1sc(=[CH])c2ccccc12 hAZ
[CH]=c1sc(=c2ccc(=C)cc2)[nH]c1=O hBa
[CH]=c1sc2cccn2c1=O hBb
[CH]=c1sc2n(c1=O)C(=N)[CH][CH]C=2 hBc
[CH]=c1sc2n(c1=O)C=C[CH]C=2 hBd
[CH]=c1sc2n(c1=O)C=C[CH]N=2 hBe
[CH]=c1sc2n(c1=O)CCCN=2 hBf
[CH]=c1sc2n(c1=O)CCN=2 hBg
[CH]=c1sc2n(c1=O)CNCN=2 hBh
[CH]=c1sc2n(c1=O)C[CH]CN=2 hBi
[CH]=c1sc2n(c1=O)NC1(CCCCC1)NN=2 hBj
[CH]=c1sc2n(c1=O)NC1(CC[CH]CC1)NN=2 hBk
[CH]=c1sc2n(c1=O)NC1NC(=O)NC1N=2 hBl
[CH]=c1sc2n(c1=O)N[CH]NN=2 hBm
[CH]=c1sc2n(c1=O)[CH]C1=C(CCCC1=O)N=2 hBn
[CH]=c1sc2n(c1=O)[CH]C1=C(CCC[CH]1)N=2 hBo
[CH]=c1sc2n(c1=O)[CH]C1=C(N=2)c2ccccc2CC1 hBp
