B1NN=Cc2ccccc21 aaa
O=c1ncnc2c1sc1ncncc12 eTj
O=c1ncnc2cc3c(=O)ncnc3cc12 eTk
O=c1ncnc2cc3c(=O)nnnc3cc12 eTl
O=c1ncnc2cc3c(cc12)OCCO3 eTm
O=c1ncnc2cc3c(cc12)OCO3 eTn
O=c1ncnc2cc3ccccc3cc12 eTo
O=c1ncnc2cc3n(c12)CCCC3 eTp
O=c1ncnc2cc3n(c12)CCCCC3 eTq
O=c1ncnc2cc[nH]c12 eTr
O=c1ncnc2ccccc12 eTs
O=c1ncnc2ccccn12 eTt
O=c1ncnc2cccnc12 eTu
O=c1ncnc2ccnc12 eTv
O=c1ncnc2ccncc12 eTw
O=c1ncnc2ccoc12 eTx
O=c1ncnc2ccsc12 eTy
O=c1ncnc2cn3c(c12)CCC3 eTz
O=c1ncnc2cn[nH]c12 eTA
O=c1ncnc2cnccc12 eTB
O=c1ncnc2cnnc12 eTC
O=c1ncnc2cnoc12 eTD
O=c1ncnc2cnsc12 eTE
O=c1ncnc2cscc12 eTF
O=c1ncnc2csnc12 eTG
O=c1ncnc2n1CCN2 eTH
O=c1ncnc2n[nH]cc1-2 eTI
O=c1ncnc2n[nH]cc12 eTJ
O=c1ncnc2nc(=S)sc12 eTK
O=c1ncnc2nc3c(cc12)CCCC3 eTL
O=c1ncnc2nc3c(cc12)CO[CH]C3 eTM
O=c1ncnc2nc3c(cc12)C[CH]CC3 eTN
O=c1ncnc2nc3ccccc3c(=O)c12 eTO
O=c1ncnc2nc3n(c12)CCC3 eTP
O=c1ncnc2nc3nc4ccccc4nc3c12 eTQ
O=c1ncnc2nc[nH]c12 eTR
O=c1ncnc2ncccc1-2 eTS
O=c1ncnc2ncccc12 eTT
O=c1ncnc2ncccn12 eTU
O=c1ncnc2nccnc1-2 eTV
O=c1ncnc2nccnc12 eTW
O=c1ncnc2ncnc12 eTX
O=c1ncnc2ncncc12 eTY
O=c1ncnc2ncsc12 eTZ
O=c1ncnc2nncc12 eUa
O=c1ncnc2nnccc12 eUb
O=c1ncnc2nncnc1-2 eUc
O=c1ncnc2nnnc12 eUd
O=c1ncnc2oc3ccccc3c(=O)c12 eUe
O=c1ncnc2oc3nc4ccccc4nc3c12 eUf
O=c1ncnc2occc12 eUg
O=c1ncnc2ocnc12 eUh
O=c1ncnc2oncc12 eUi
O=c1ncnc2sc3c(c12)-c1ccccc1CC3 eUj
O=c1ncnc2sc3c(c12)-c1ccccc1CCC3 eUk
O=c1ncnc2sc3c(c12)CCC3 eUl
O=c1ncnc2sc3c(c12)CCC=C3 eUm
O=c1ncnc2sc3c(c12)CCCC3 eUn
O=c1ncnc2sc3c(c12)CCCCC3 eUo
O=c1ncnc2sc3c(c12)CCNC3 eUp
O=c1ncnc2sc3c(c12)CCOC3 eUq
O=c1ncnc2sc3c(c12)CCSC3 eUr
O=c1ncnc2sc3c(c12)CC[CH]C3 eUs
O=c1ncnc2sc3c(c12)CCc1ccccc1-3 eUt
O=c1ncnc2sc3c(c12)C[CH]CC3 eUu
O=c1ncnc2sc3c(c12)C[CH]OC3 eUv
O=c1ncnc2sc3c(c12)C[CH]SC3 eUw
O=c1ncnc2sc3c(c12)[CH]CCC3 eUx
O=c1ncnc2sc3ccccc3c(=O)c12 eUy
O=c1ncnc2sc3ccccc3c12 eUz
O=c1ncnc2sccc12 eUA
O=c1ncnc2sncc12 eUB
O=c1ncnc2snnc12 eUC
O=c1ncnc[nH]1 eUD
O=c1ncncn1 eUE
O=c1ncnn1 eUF
O=c1ncnn2c(=O)c3ccccc3nc12 eUG
O=c1ncnn2cccc12 eUH
O=c1ncno1 eUI
O=c1ncns1 eUJ
O=c1ncoc2ccccc12 eUK
O=c1ncoc2ccoc(=O)c12 eUL
O=c1ncs[nH]1 eUM
O=c1ncsc2[nH]c3ccccc3c12 eUN
O=c1ncsc2ccccc12 eUO
O=c1ncsc2nc3ccccc3c12 eUP
O=c1ncsc2ncccc12 eUQ
O=c1ncsn1 eUR
O=c1nn2cncc2c2ccccc12 eUS
O=c1nn2cnnc2c2ccccc12 eUT
O=c1nnc(=O)c2ccccc12 eUU
O=c1nnc(=O)n1 eUV
O=c1nnc2c1CNCCC2 eUW
O=c1nnc2c1cnc1nncc12 eUX
O=c1nnc2c3c(cccc13)-c1ccccc1-2 eUY
O=c1nnc2c3c(ncn12)CCCC3 eUZ
O=c1nnc2c3c4c(sc3ncn12)CCCC4 eVa
O=c1nnc2c3c4c(sc3ncn12)CCCCC4 eVb
O=c1nnc2c3c4c(sc3ncn12)C[CH]CC4 eVc
O=c1nnc2c3ccccc3[nH]cc1-2 eVd
O=c1nnc2c3ccccc3ncc1-2 eVe
O=c1nnc2c3ccccc3ncn12 eVf
O=c1nnc2c3ccnn3ccn12 eVg
O=c1nnc2c3ccsc3ncn12 eVh
O=c1nnc2c3cnnc3ncn12 eVi
O=c1nnc2c3sccc3ncn12 eVj
O=c1nnc2c3scnc3ncn12 eVk
O=c1nnc2c[se]nc12 eVl
O=c1nnc2ccc3cc4c(cc3n12)OCO4 eVm
O=c1nnc2ccc3ccccc3n12 eVn
O=c1nnc2ccccc12 eVo
O=c1nnc2ccccc2n1 eVp
O=c1nnc2ccccn12 eVq
O=c1nnc2cccnn12 eVr
O=c1nnc2ccncc1-2 eVs
O=c1nnc2ccncc12 eVt
O=c1nnc2ccncn12 eVu
O=c1nnc2cnc3ccccc3n12 eVv
O=c1nnc2cnc3ncccc3n12 eVw
O=c1nnc2cnccc12 eVx
O=c1nnc2cnccn12 eVy
O=c1nnc2n(c1=O)CCN2 eVz
O=c1nnc2n1-c1ccc3ccccc3c1SC2 eVA
O=c1nnc2n1-c1ccccc1C=NC2 eVB
O=c1nnc2n1-c1ccccc1CS2 eVC
O=c1nnc2n1-c1ccccc1OC2 eVD
O=c1nnc2n1-c1ccccc1SC2 eVE
O=c1nnc2n1CCCC2 eVF
O=c1nnc2n1CCCCC2 eVG
O=c1nnc2n1CCNC2 eVH
O=c1nnc2nc3ccccc3n12 eVI
O=c1nnc2nc3ccccc3n2c1=O eVJ
O=c1nnc2ncc3cncc3cc1-2 eVK
O=c1nnc2nccc-2[nH]1 eVL
O=c1nnc2ncccc12 eVM
O=c1nnc2ncccn12 eVN
O=c1nnc2ncn3c(c1-2)CCCCC3 eVO
O=c1nnc2ncncc12 eVP
O=c1nnc2nnccn12 eVQ
O=c1nnc2oc3ccccc3cc1-2 eVR
O=c1nnc2sc3ccccc3n2c1=O eVS
O=c1nnc[nH]1 eVT
O=c1nncc(=S)[nH]1 eVU
O=c1nncc2c1CCC2 eVV
O=c1nncc2c1CCCC2 eVW
O=c1nncc2c1Nc1ccccc1S2(=O)=O eVX
O=c1nncc2c1SC=NN2 eVY
O=c1nncc2c1[nH]c1ccccc12 eVZ
O=c1nncc2c1[nH]c1ccsc12 eWa
O=c1nncc2c1nc1ccccc12 eWb
O=c1nncc2c1nc1ccoc12 eWc
O=c1nncc2c1nc1ccsc12 eWd
O=c1nncc2cc3c(cc12)OCO3 eWe
O=c1nncc2cc[nH]c12 eWf
O=c1nncc2ccccc12 eWg
O=c1nncc2cccn12 eWh
O=c1nncc2cccnc12 eWi
O=c1nncc2ccnc12 eWj
O=c1nncc2ccsc12 eWk
O=c1nncc2cncc12 eWl
O=c1nncc2cncn12 eWm
O=c1nncc2cnnc12 eWn
O=c1nncc2conc12 eWo
O=c1nncc2cscc12 eWp
O=c1nncc2nc3ccccc3cc12 eWq
O=c1nncc2ncccc12 eWr
O=c1nncc2nncc12 eWs
O=c1nncc2oncc12 eWt
O=c1nncc2sc3ccccc3c12 eWu
O=c1nncc2scnc12 eWv
O=c1nncc[nH]1 eWw
O=c1nncn2c1cc1ccccc12 eWx
O=c1nncn2c1cc1ccsc12 eWy
O=c1nncn2c1cc1occc12 eWz
O=c1nncn2c1cc1sccc12 eWA
O=c1nncn2cccc12 eWB
O=c1nncn2ccnc12 eWC
O=c1nncn2cncc12 eWD
O=c1nncn2nccc12 eWE
O=c1nnco1 eWF
O=c1nncs1 eWG
O=c1nnnc2c1sc1nc3c(cc12)CCC3 eWH
O=c1nnnc2c1sc1ncc3c(c12)CCCC3 eWI
O=c1nnnc2c1sc1ncccc12 eWJ
O=c1nnnc2cc3c(=O)nnnc3cc12 eWK
O=c1nnnc2cc3c(cc12)OCCO3 eWL
O=c1nnnc2cc3ccccc3n12 eWM
O=c1nnnc2ccccc12 eWN
O=c1nnnc2cccn12 eWO
O=c1nnnc2ccnn12 eWP
O=c1nnnc2ccsc12 eWQ
O=c1nnnc2cncn12 eWR
O=c1nnnc2cnnc12 eWS
O=c1nnnc2cscc12 eWT
O=c1nnnc2ncnc12 eWU
O=c1nnnc2nncc12 eWV
O=c1nnnc2sc3c(c12)CCCC3 eWW
O=c1nnnc2sc3c(c12)CC[CH]C3 eWX
O=c1nnnc2sc3c(c12)C[CH]OC3 eWY
O=c1nnnc2sccc12 eWZ
O=c1nnnn1 eXa
O=c1noc(=O)[nH]1 eXb
O=c1noc(=O)n1 eXc
O=c1noc2c1CCNC2 eXd
O=c1noc2c1CCNCC2 eXe
O=c1noc2c1CNCC2 eXf
O=c1noc2c1CNCCC2 eXg
O=c1noc2ccccc12 eXh
O=c1nsc(=O)n1 eXi
O=c1nsc2[n+]cccc12 eXj
O=c1nsc2ccccc12 eXk
O=c1nsc2cccnc12 eXl
O=c1nsc2cnccc12 eXm
O=c1nsc2cncnc12 eXn
O=c1nsc2ncccc12 eXo
O=c1o[nH]c2nc3ccccc3c(=O)c12 eXp
O=c1oc(=O)c2ccccc2c2ccccc12 eXq
O=c1oc2c(=O)c3ccccc3oc2c2ccccc12 eXr
O=c1oc2c(ccc3ccccc32)c2c1CCC[CH]2 eXs
O=c1oc2c(ccc3ccccc32)c2c1C[CH]CC2 eXt
O=c1oc2c(ccc3ccccc32)c2c1[CH]NC(=S)N2 eXu
O=c1oc2c(ccc3ccccc32)s1 eXv
O=c1oc2c(ccc3occc32)c2c1CCCC2 eXw
O=c1oc2c3c(ccc2c2c1CCC2)O[CH]C=C3 eXx
O=c1oc2c3c(ccc2c2ccccc12)OCNC3 eXy
O=c1oc2c3c(nn2c2ccccc12)CCCC3 eXz
O=c1oc2c3c4c(cc2c2c1CCC2)OCCN4CCC3 eXA
O=c1oc2c3c4c(cc2s1)CCCN4CCC3 eXB
O=c1oc2c3ccc4ccccc4c3nc2c2ccccc12 eXC
O=c1oc2c3ccccc3cc3c(=O)oc4cccc1c4c32 eXD
O=c1oc2c3ccccc3ccc2c2cc3occc3cc12 eXE
O=c1oc2c3ccccc3ccc2c2ccc3ccoc3c12 eXF
O=c1oc2c3ccccc3ccc2c2ccccc12 eXG
O=c1oc2c3ccccc3ccc2c2cscc12 eXH
O=c1oc2cc3c(cc2c2c1CCC2)CNCO3 eXI
O=c1oc2cc3c(cc2c2ccccc12)CNCO3 eXJ
O=c1oc2cc3occc3cc2c2c1CCC2 eXK
O=c1oc2cc3occc3cc2c2c1CCCC2 eXL
O=c1oc2cc3occc3cc2c2ccccc12 eXM
O=c1oc2ccc3c4c2c2c(cccc12)CC4NCC3 eXN
O=c1oc2ccc3ccccc3c2c2ccncc12 eXO
O=c1oc2cccc3c(=O)oc4cccc1c4c23 eXP
O=c1oc2cccc3c2c2c4c(ccc12)CCNC4C3 eXQ
O=c1oc2cccc3c2n1C=C[CH]3 eXR
O=c1oc2cccc3c2n1C[CH]NC3 eXS
O=c1oc2cccc3ccc4cc5c(c1c4c32)OCO5 eXT
O=c1oc2cccc3ccc4cccc1c4c32 eXU
O=c1oc2ccccc2c(=O)c2ccccc12 eXV
O=c1oc2ccccc2c2[nH]c3ccccc3c12 eXW
O=c1oc2ccccc2c2[nH]cnc12 eXX
O=c1oc2ccccc2c2c(=O)c3ccccc3oc12 eXY
O=c1oc2ccccc2c2c1C1C=CC=CC1O2 eXZ
O=c1oc2ccccc2c2c1C1OC(Cc3c1ccc1ccccc31)O2 eYa
O=c1oc2ccccc2c2c1C1OC(Cc3ccccc31)O2 eYb
O=c1oc2ccccc2c2c1C=C[CH]O2 eYc
O=c1oc2ccccc2c2c1CCC2 eYd
O=c1oc2ccccc2c2c1CCCC2 eYe
O=c1oc2ccccc2c2c1CCCCC2 eYf
O=c1oc2ccccc2c2c1CCNC2 eYg
O=c1oc2ccccc2c2c1CC[CH]C2 eYh
O=c1oc2ccccc2c2c1CNCC2 eYi
O=c1oc2ccccc2c2c1CNCCC2 eYj
O=c1oc2ccccc2c2c1CNCCCC2 eYk
O=c1oc2ccccc2c2c1NCCC2 eYl
O=c1oc2ccccc2c2c1Oc1ncncc1[CH]2 eYm
O=c1oc2ccccc2c2c1S[CH]C2 eYn
O=c1oc2ccccc2c2c1Sc1ccccc1N2 eYo
O=c1oc2ccccc2c2c1[CH]C=CO2 eYp
O=c1oc2ccccc2c2c1[CH]C[CH]O2 eYq
O=c1oc2ccccc2c2c1[CH]Nc1ccc3ccccc3c1-2 eYr
O=c1oc2ccccc2c2c1[CH][CH]O2 eYs
O=c1oc2ccccc2c2c1[CH]c1c(c3ccccc3oc1=O)O2 eYt
O=c1oc2ccccc2c2c1[CH]c1ccccc1O2 eYu
O=c1oc2ccccc2c2c1[CH]c1cncnc1O2 eYv
O=c1oc2ccccc2c2c1ccc1ccccc12 eYw
O=c1oc2ccccc2c2c1cnc1[nH]ncc12 eYx
O=c1oc2ccccc2c2c1cnc1ccccc12 eYy
O=c1oc2ccccc2c2c3c(ncc12)CCCC3 eYz
O=c1oc2ccccc2c2c3c(ncc12)CCCCC3 eYA
O=c1oc2ccccc2c2c3c(ncc12)CC[CH]C3 eYB
O=c1oc2ccccc2c2cc3ccccc3n12 eYC
O=c1oc2ccccc2c2ccccc12 eYD
O=c1oc2ccccc2c2ccnc12 eYE
O=c1oc2ccccc2c2ccncc12 eYF
O=c1oc2ccccc2c2cscc12 eYG
O=c1oc2ccccc2c2nc3ccccc3c12 eYH
O=c1oc2ccccc2c2nc3ccccc3cc12 eYI
O=c1oc2ccccc2c2nccc12 eYJ
O=c1oc2ccccc2c2ncccc12 eYK
O=c1oc2ccccc2c2ncnc12 eYL
O=c1oc2ccccc2c2ncncc12 eYM
O=c1oc2ccccc2c2nncc12 eYN
O=c1oc2ccccc2c2nnnc12 eYO
O=c1oc2ccccc2c2oc3ccccc3c12 eYP
O=c1oc2ccccc2c2occc12 eYQ
O=c1oc2ccccc2c2sccc12 eYR
O=c1oc2ccccc2o1 eYS
O=c1oc2ccccc2s1 eYT
O=c1oc2cccnc2c2cc3ccccc3n12 eYU
O=c1occc2[nH]ncc12 eYV
O=c1occc2c1C1=S(SC=C1)S2 eYW
O=c1occc2c1C1OC(Cc3c1ccc1ccccc31)O2 eYX
O=c1occc2c1C1OC(Cc3ccccc31)O2 eYY
O=c1occc2c1C=C1C([CH]CC3[CH][CH]CCC13)O2 eYZ
O=c1occc2c1COCC2 eZa
O=c1occc2c1[CH]C1C([CH]CC3C4COC5(CCCCC5)OC4CCC13)O2 eZb
O=c1occc2c1[CH]C1C([CH]CC3C4CO[CH]OC4CCC13)O2 eZc
O=c1occc2c1[CH]C1C([CH]CC3[CH][CH]CCC31)O2 eZd
O=c1occc2c1[CH]C=CO2 eZe
O=c1occc2cc3cc4ccccc4cc3cc12 eZf
O=c1occc2cc3ccccc3cc12 eZg
O=c1occc2ccccc12 eZh
O=c1occc2ncncc12 eZi
O=c1occc2nncc12 eZj
O=c1occc2oc3ccccc3c12 eZk
O=c1occc2occc12 eZl
O=c1occo1 eZm
O=c1ocnc2c1C1(CCCCC1)Cc1ccccc1-2 eZn
O=c1ocnc2c1[CH]Cc1ccccc1-2 eZo
O=c1ocnc2c1oc1ccccc12 eZp
O=c1ocnc2c1sc1ccccc12 eZq
O=c1ocnc2c[nH]cc12 eZr
O=c1ocnc2cc3c(cc12)OCCO3 eZs
O=c1ocnc2cc3ccccc3cc12 eZt
O=c1ocnc2ccccc12 eZu
O=c1ocnc2ccsc12 eZv
O=c1ocnc2cncnc12 eZw
O=c1ocnc2nc3ccccc3c12 eZx
O=c1ocnc2nccnc12 eZy
O=c1ocnc2ncnc12 eZz
O=c1ocnc2nncc12 eZA
O=c1ocnc2sc3c(c12)CCC3 eZB
O=c1ocnc2sc3c(c12)CCCC3 eZC
O=c1ocnc2sc3c(c12)CCCCC3 eZD
O=c1ocnc2sc3c(c12)CCNC3 eZE
O=c1ocnc2sc3c(c12)CCOC3 eZF
O=c1ocnc2sc3c(c12)CCSC3 eZG
O=c1ocnc2sc3c(c12)[CH]CCC3 eZH
O=c1ocnc2sc3ccccc3c12 eZI
O=c1ocnc2sccc12 eZJ
O=c1ocns1 eZK
O=c1onc2c3ccccc3ncn12 eZL
O=c1onc2ccccc12 eZM
O=c1onc2cnc3ccccc3n12 eZN
O=c1onc2n1-c1ccccc1C(=S)N1CSCC21 eZO
O=c1onc2n1-c1ccccc1OC2 eZP
O=c1onc2n1C=CS[CH]2 eZQ
O=c1oncc2ccccc12 eZR
O=c1s[nH]c2ccccc12 eZS
O=c1sc2ccccc2c2c1[CH]C=CO2 eZT
O=c1sc2ccccc2c2ncnc12 eZU
O=c1sccc2ccccc12 eZV
O=c1sccs1 eZW
O=c1scnc2[nH]ncc12 eZX
O=c1scnc2ccccc12 eZY
O=c1scnc2ccsc12 eZZ
O=c1scnc2nncc12 faa
O=c1scnc2sc3c(c12)CCCC3 fab
O=c1scnc2sc3c(c12)CCNC3 fac
O=c1scnc2sccc12 fad
O=c1snc2ccccc12 fae
O=c1ssc2c1SC=CC21SC=CS1 faf
OB(O)[CH]NC=S fag
OBO fah
OC(=S)NC=S fai
OC(=S)S faj
OC(=S)[S-] fak
OC(F)(F)Cl fal
OC(F)(F)F fam
OC(F)=C(Cl)Cl fan
OC(F)Cl fao
OC(F)F fap
OC(O)=S faq
OC=CBr far
OC=CS fas
OC=NO fat
OC=P fau
OC=S fav
OCBr faw
OCF fax
OCNCO fay
OCO faz
OCS faA
ONC=S faB
ONO faC
OO faD
OOOS faE
OOS faF
OO[CH]OO[CH]OO faG
OP(O)O faH
OS faI
O[CH]F faJ
O[CH]O faK
O[CH]O[CH]O faL
O[CH]S faM
O[PH](O)=S faN
O[SH]O faO
O[Si] faP
O[Si](O)(O)O faQ
P=C(Cl)Cl faR
P=C1C=CC=C1 faS
P=C1[CH][CH]P=P1 faT
P=C1c2ccccc2-c2ccccc21 faU
P=S faV
P=[Se] faW
S=C(S)S faX
S=C1C=CC2CCc3nc4ccccc4c3C2N1 faY
S=C1C=CC=CC1 faZ
S=C1C=CC[CH]N1 fba
S=C1C=CSc2ccccc2N1 fbb
S=C1C=NC2(CCNCC2)N1 fbc
S=C1CC=Cc2ccccc2N1 fbd
S=C1CC=Nc2ccccc2N1 fbe
S=C1CCC2C(CCC3C2CCC2C3CCC23CCCC(=S)O3)N1 fbf
S=C1CCC2C(CCC3C4CC[CH]C4CCC23)N1 fbg
S=C1CCC2CCc3nc4ccccc4c3C2N1 fbh
S=C1CCC=NN1 fbi
S=C1CCCCN1 fbj
S=C1CCCN1 fbk
S=C1CCSc2c(ccc3ccccc23)N1 fbl
S=C1CC[CH]N1 fbm
S=C1CC[CH]O1 fbn
S=C1CCc2cccc3c2N1CC3 fbo
S=C1CCc2ccccc2N1 fbp
S=C1CN=Cc2ccccc2N1 fbq
S=C1CNCCN1 fbr
S=C1COC=NN1 fbs
S=C1CO[CH]c2ccccc2N1 fbt
S=C1CS[CH]N1 fbu
S=C1CSc2c(ccc3ccccc23)N1 fbv
S=C1CSc2c(cnc3ccccc23)N1 fbw
S=C1C[CH]Sc2ccccc2N1 fbx
S=C1C[CH][CH]N1 fby
S=C1Cc2c([nH]c3ccccc23)-c2ccccc2N1 fbz
S=C1Cc2cc3ccccc3nc2-c2ccccc2N1 fbA
S=C1Cc2ccccc2-c2ccccc2N1 fbB
S=C1Cc2ccccc2C=NN1 fbC
S=C1Cc2cccnc2-c2ccccc2N1 fbD
S=C1Cc2cncnc2-c2ccccc2N1 fbE
S=C1N=C2c3ccccc3CCC2[CH]N1 fbF
S=C1N=CC2(CCCCC2)N1 fbG
S=C1N=CC2(C[CH]OCC2)N1 fbH
S=C1N=CC[CH]N1 fbI
S=C1N=C[CH][CH]N1 fbJ
S=C1NC(=S)C2(CCCc3ccccc32)N1 fbK
S=C1NC(=S)c2ccccc21 fbL
S=C1NC(=S)n2c1cc1ccccc12 fbM
S=C1NC2([CH]O1)C=Cc1cc3ccccc3cc1O2 fbN
S=C1NC2([CH]O1)C=Cc1cc3ccccc3nc1S2 fbO
S=C1NC2([CH]O1)C=Cc1ccccc1O2 fbP
S=C1NC2=CC(=Nc3ccccc3S2)N1 fbQ
S=C1NC2CC(N1)c1ccccc1O2 fbR
S=C1NC2[CH]C(N1)c1ccccc1O2 fbS
S=C1NC=CC2CCCN12 fbT
S=C1NC=CC=NN1 fbU
S=C1NC=NC12CCCC2 fbV
S=C1NCCCN1 fbW
S=C1NCCN1 fbX
S=C1NCCS1 fbY
S=C1NCCc2[nH]ccc21 fbZ
S=C1NCCc2ccccc21 fca
S=C1NCNCN1 fcb
S=C1NCNCS1 fcc
S=C1NC[CH]Nc2ccccc21 fcd
S=C1NC[CH]O1 fce
S=C1NC[CH]Oc2c1ccc1ccccc21 fcf
S=C1NC[CH]Oc2cc3ccccc3cc21 fcg
S=C1NC[CH]Oc2ccccc21 fch
S=C1NC[CH]Oc2ccncc21 fci
S=C1NC[CH]Oc2ncccc21 fcj
S=C1NC[CH]Sc2ncccc21 fck
S=C1NCc2c(sc3c2CCC3)N1 fcl
S=C1NCc2c(sc3c2CCCC3)N1 fcm
S=C1NCc2c(sc3c2CCCCCC3)N1 fcn
S=C1NCc2ccccc21 fco
S=C1NCc2ccccc2N1 fcp
S=C1NCc2ccsc2N1 fcq
S=C1NCc2sccc2N1 fcr
S=C1NN2C=C[CH]N=C2S1 fcs
S=C1NN2[CH]C=CN=C2S1 fct
S=C1NN=CC=C2NN=CN12 fcu
S=C1NNC2(CCCCC2)N1 fcv
S=C1N[CH]C2=C(CCC2)N1 fcw
S=C1N[CH]C2=C(CCCC2)N1 fcx
S=C1N[CH]C2=C(N1)c1ccc3ccccc3c1OCC2 fcy
S=C1N[CH]C2=C(N1)c1ccccc1CC2 fcz
S=C1N[CH]C2=C(N1)c1ccccc1OC2 fcA
S=C1N[CH]C2CCCc3ccccc3C2N1 fcB
S=C1N[CH]C=CN1 fcC
S=C1N[CH]CN1 fcD
S=C1N[CH]CS1 fcE
S=C1N[CH]C[CH]N1 fcF
S=C1N[CH]N2C(=S)N[CH]N12 fcG
S=C1N[CH]N2CCCN12 fcH
S=C1N[CH]N2C[CH]CN12 fcI
S=C1N[CH]N=CN1 fcJ
S=C1N[CH]NN1 fcK
S=C1N[CH]N[CH]S1 fcL
S=C1N[CH][CH]N1 fcM
S=C1N[CH][CH]S1 fcN
S=C1N[CH]c2[nH]ccc21 fcO
S=C1N[CH]c2ccccc21 fcP
S=C1N[CH]c2cccn21 fcQ
S=C1N[CH]c2cnnc2N1 fcR
S=C1Nc2cccc3nc4ccccc4c(c23)N1 fcS
S=C1Nc2ccccc2C(=S)N2CCCC12 fcT
S=C1Nc2ccccc2C(=S)N2C[CH]CC12 fcU
S=C1Nc2ccccc2C12CCOCC2 fcV
S=C1Nc2ccccc2C2Nc3ccccc3[CH]CC12 fcW
S=C1Nc2ccccc2Nc2[nH]ncc21 fcX
S=C1Nc2ccccc2Oc2ccccc21 fcY
S=C1Nc2ccccc2Oc2ncccc21 fcZ
S=C1Nc2ccccc2[CH]O1 fda
S=C1OC2COC3O[CH]OC3C2O1 fdb
S=C1OC2[CH]O[CH]C2O1 fdc
S=C1OCC2C[CH]CN12 fdd
S=C1SSC=C2c3ccccc3CCN12 fde
S=C1S[CH]c2ccccc21 fdf
S=C1[CH]C=CN1 fdg
S=C1[CH]C=Cc2ccccc2N1 fdh
S=C1[CH]C=NC=CN1 fdi
S=C1[CH]CC=NN1 fdj
S=C1[CH]CCN1 fdk
S=C1[CH]CNc2ccccc2N1 fdl
S=C1[CH]N=CN1 fdm
S=C1[CH]N=Cc2ccccc2N1 fdn
S=C1[CH]NC(=S)N1 fdo
S=C1[CH]Nc2ccccc2C1=C1SC=CS1 fdp
S=C1[CH]Nc2ccccc2N1 fdq
S=C1[CH]Sc2c(cnc3ccccc23)N1 fdr
S=C1[CH]Sc2ccccc2N1 fds
S=C1[CH][CH]N1 fdt
S=C1[CH][N+]=Cc2ccccc2N1 fdu
S=C1[CH]c2ccccc2N1 fdv
S=C1[CH]c2cccnc2N1 fdw
S=C1[CH]c2occc(=S)c2C=C1 fdx
S=C1[N+]C=CS1 fdy
S=C1c2cc3c(cc2C2[CH][CH]C=C4CCN1C42)OCO3 fdz
S=C1c2ccccc2-n2cnnc2C2CSCN12 fdA
S=C1c2ccccc2C2SCCN12 fdB
S=C1c2ccccc2N=CC2CSCN12 fdC
S=C1c2ccccc2NC2c3[nH]c4ccccc4c3CCN12 fdD
S=C1c2ccccc2NC2c3nc4ccccc4c3CCN12 fdE
S=C1c2ccccc2OC2c3[nH]c4ccccc4c3CCN12 fdF
S=CS fdG
S=CSCSC=S fdH
S=CSSC=S fdI
S=C[S-] fdJ
S=[PH]1NCCCO1 fdK
S=[PH]1NCCO1 fdL
S=[PH]1NCc2c(ccc3ccccc23)O1 fdM
S=[PH]1NCc2ccccc2O1 fdN
S=[PH]1N[CH]CO1 fdO
S=[PH]1N[CH][CH]O1 fdP
S=[PH]1Nc2ccccc2N1 fdQ
S=[PH]1OC=Nc2ccccc21 fdR
S=[PH]1OC=Nc2nncc21 fdS
S=[PH]1OCCO[PH](=S)S1 fdT
S=[PH]1OCCS1 fdU
S=[PH]1OCc2ccccc2O1 fdV
S=[PH]1O[CH][CH]CO1 fdW
S=[PH]1Oc2ccc3ccccc3c2-c2c(ccc3ccccc23)O1 fdX
S=[PH]1Oc2ccccc2-c2ccccc2O1 fdY
S=[PH]1Oc2ccccc2O1 fdZ
S=[PH]1SCCS1 fea
S=[PH]1S[PH](=S)S1 feb
S=c1[nH]c(=S)c2cc[nH]c2[nH]1 fec
S=c1[nH]c(=S)c2ccccc2[nH]1 fed
S=c1[nH]c(=S)c2cccnc2[nH]1 fee
S=c1[nH]c(=S)c2nnnc2[nH]1 fef
S=c1[nH]c2cccc3c2n1-c1ccccc1NC3 feg
S=c1[nH]c2cccc3c2n1CCN1CCCCC31 feh
S=c1[nH]c2cccc3c2n1CCNC3 fei
S=c1[nH]c2cccc3c2n1CCN[CH]3 fej
S=c1[nH]c2cccc3c2n1C[CH]NC3 fek
S=c1[nH]c2cccc3c2n1C[CH]N[CH]3 fel
S=c1[nH]c2cccc3c2n1[CH]CNC3 fem
S=c1[nH]c2cccc3c2n1[CH]CN[CH]3 fen
S=c1[nH]c2cccc3c2n1[CH][CH]NC3 feo
S=c1[nH]c2cccc3c2n1[CH][CH]N[CH]3 fep
S=c1[nH]c2ccccc2[nH]1 feq
S=c1[nH]c2ccccc2c2nc3ccccc3n12 fer
S=c1[nH]c2ccccc2c2ncnn12 fes
S=c1[nH]c2ccccc2n2c(=S)[nH]nc12 fet
S=c1[nH]c2ccccc2n2cnnc12 feu
S=c1[nH]c2ccccc2o1 fev
S=c1[nH]c2ccccc2s1 few
S=c1[nH]c2cncn2c2ccccc12 fex
S=c1[nH]cc2c3cc[nH]c3ncn12 fey
S=c1[nH]cc[nH]1 fez
S=c1[nH]ccc2cn[nH]c12 feA
S=c1[nH]cco1 feB
S=c1[nH]ccs1 feC
S=c1[nH]cn[nH]1 feD
S=c1[nH]cnc2[nH]cnc12 feE
S=c1[nH]cnc2ccccc12 feF
S=c1[nH]cnc2cscc12 feG
