B aaa
C1=CC2C=CCCC2CCCCCCC2CCCC3(CCC4(CCC(CC1)O4)O3)O2 aOT
C1=CC2C=CN2C=N1 aOU
C1=CC2C=CN3CCCC(=C1)C23 aOV
C1=CC2C=CN3CCNCC(=C1)C23 aOW
C1=CC2C=CN3CCOC(=C1)C23 aOX
C1=CC2C=CN=[N+]2C=C1 aOY
C1=CC2C=CNC(C2)N1 aOZ
C1=CC2C=COC(C1)C2 aPa
C1=CC2C=COC(c3ccsc3)(C1)O2 aPb
C1=CC2C=COC3CCCC(C1)C23 aPc
C1=CC2C=COC3OCCC(C1)C23 aPd
C1=CC2C=NNc3cccc(c32)C1 aPe
C1=CC2C=Nc3c4cccc5nc6cc7cc8cc9ccc%10ccc%11c%12cccc%13cc%14cc%15cc%16cc1nc2c3c1nc2c(c6c1c54)c7c1c8c3c9c%10c%11n4c(c%13%12)c%14c5c%15c(n%16)c2n1c5c34 aPf
C1=CC2CC(=C1)CC1NCCc3ccc4c(c31)Oc1cc3c(cc1O4)CCNC3Cc1cccc2c1 aPg
C1=CC2CC(=C1)CC1NCCc3cccc(c31)Oc1ccc3c(c1)C(Cc1ccc(cc1)O2)NCC3 aPh
C1=CC2CC(=C1)Cc1cc(cc(C3CCCC3)c1)Cc1cccc(c1)Cc1cccc(c1)C2 aPi
C1=CC2CC(=C1)Cc1cccc(c1)Cc1cc(cc(C3CCCC3)c1)Cc1cccc(c1)C2 aPj
C1=CC2CC(=NCO2)CC=CCNc2cccc(c2)CCCCCC1 aPk
C1=CC2CC(C1)C13CCCCC1=CCCC23 aPl
C1=CC2CC(C1)C13COCC1=CCC2C3 aPm
C1=CC2CC(C1)C1C3CC=CC1C2C1=CCCC=C13 aPn
C1=CC2CC(C1)C1C=C3CCCCC32O1 aPo
C1=CC2CC(C1)C1CC2CCO1 aPp
C1=CC2CC(C1)C1CNC3CCCC4C=CC2C1C43 aPq
C1=CC2CC(C1)C2 aPr
C1=CC2CC(C1)CC13CC4CC5CC6C4(C5)OC(O1)OC263 aPs
C1=CC2CC(C1)CC13OC14CCCC4CCC23 aPt
C1=CC2CC(C1)CCN2 aPu
C1=CC2CC(C1)CCO2 aPv
C1=CC2CC(C1)CN2 aPw
C1=CC2CC(C1)CN2C1C2CCCC1CC2 aPx
C1=CC2CC(C1)CN2C1C2CNCC1COC2 aPy
C1=CC2CC(C1)CN2C1CC2CCC1C2 aPz
C1=CC2CC(C1)CN2C1CC2CCC1CC2 aPA
C1=CC2CC(C1)CN2C1CC2CCC1CN2 aPB
C1=CC2CC(C1)CN2C1CC2CNC(C2)C1 aPC
C1=CC2CC(C1)CN2C1CC2CNC1C2 aPD
C1=CC2CC(C1)CN2C1CCC2CCNC1C2 aPE
C1=CC2CC(C1)CN2C1CCCCCC1 aPF
C1=CC2CC(C1)CO2 aPG
C1=CC2CC(C1)COCCCCCCCCCCCNCCCO2 aPH
C1=CC2CC(C1)NCN2 aPI
C1=CC2CC(C1)OC=N2 aPJ
C1=CC2CC(C1)OCCO2 aPK
C1=CC2CC(C1)c1cccc3c1C(CN3)C2 aPL
C1=CC2CC(C2)c2[nH]cnc21 aPM
C1=CC2CC(C2)n2ccnc21 aPN
C1=CC2CC(C3C4C=CC5C3N5C4)NC3C(C1)CCC23 aPO
C1=CC2CC(C3C4CC5CNC3C5C4)CC1O2 aPP
C1=CC2CC(C3C4CCC3CNC4)CC1O2 aPQ
C1=CC2CC(C3C4CCCC3CC4)CC1O2 aPR
C1=CC2CC(C3C4CCCC3CCC4)CC1O2 aPS
C1=CC2CC(C3CC4CCC3CC4)CC1O2 aPT
C1=CC2CC(C=CO2)C1 aPU
C1=CC2CC(CC(C3=CNCCC3)[CH2:2]2)O1 aPV
C1=CC2CC(CCC1)CO2 aPW
C1=CC2CC(CCC2C2CO2)O1 aPX
C1=CC2CC(CCN2)OCCCc2ccc(cc2)O1 aPY
C1=CC2CC(CO2)OC1 aPZ
C1=CC2CC(CO2)OCC2O[B-]34OC(COC5COC(C=CCCCC6CCCC2(O6)O3)C5)C2(CCCC(CCC1)O2)O4 aQa
C1=CC2CC(CO2)OCCC2CCCC(CCCC=CC3CC(CO3)OCCC3CCCC(CCC1)O3)O2 aQb
C1=CC2CC(N1)C1CCCC2N1 aQc
C1=CC2CC(N3CC4CCC(C4)C3)CC1O2 aQd
C1=CC2CC(N3CC4CNCC(C4)C3)CC1O2 aQe
C1=CC2CC(N3CCCNCCC3)CC1O2 aQf
C1=CC2CC(N3CCNCC3)CC1N2 aQg
C1=CC2CC(N3CCNNCC3)CC1O2 aQh
C1=CC2CC(NCN2)O1 aQi
C1=CC2CC(O1)C1C=NNC1O2 aQj
C1=CC2CC(O1)c1cn[nH]c1O2 aQk
C1=CC2CC1C(C1NC3Cc4nccc1c4C3)[CH2:2]2 aQl
C1=CC2CC1C13CC21C1CCC3C1 aQm
C1=CC2CC1C13CN=NC21C1CCC3C1 aQn
C1=CC2CC1C13CNCC21C1C=CC3C1 aQo
C1=CC2CC1C13N=NNC21C1CCC3C1 aQp
C1=CC2CC1C13OC21C1C=CC3C1 aQq
C1=CC2CC1C13OC21C1CCC3C1 aQr
C1=CC2CC1C13c4c5c6c7c8c9c(c%10c%11c1c1c%12c4c4c%13c5c5c7c7c%14c%15c%16c%17c%18c%19c%20c%21c%22c%23c%24c(c%25c%15c(c%15c9c%10c9c(c%24c%10c%22c(c1c%11c%109)c%21c%12c4c%20c%18c%13c5c%17%14)c%25%15)c87)C%161C4CCC(C4)C%23%191)C623 aQs
C1=CC2CC1C13c4c5c6c7c8c9c(c%10c%11c1c1c4c4c%12c5c5c6c6c8c8c%13c%14c%15c%16c%17c%18c%19c%20c%21c%22c%23c(c%14c%14c8c9c8c%10c9c%11c%10c1c(c%20c%10c%22c9c%23c%148)c4c%19c%12c%17c5c%16c%136)C%151C4CCC(C4)C%18%211)C723 aQt
C1=CC2CC1C1C2C2C3C=CC(NN3)C12 aQu
C1=CC2CC1C1C=CC3CCCCCC321 aQv
C1=CC2CC1C1CC=C3CCCCCC321 aQw
C1=CC2CC1C1COPOCC21 aQx
C1=CC2CC1C1COSOCC21 aQy
C1=CC2CC1C1NC21 aQz
C1=CC2CC1C1OC21 aQA
C1=CC2CC1C=N2 aQB
C1=CC2CC1CC(N1C3CCCC1CCC3)C2 aQC
C1=CC2CC1CC(N1C3CCCC1CNC3)C2 aQD
C1=CC2CC1CC(N1CC3CCC(C3)C1)C2 aQE
C1=CC2CC1CC(N1CCC3CC1C3)C2 aQF
C1=CC2CC1CC(N1CCCCN1)C2 aQG
C1=CC2CC1CC2C1=NCC=N1 aQH
C1=CC2CC1CCC1C3C=CC(C3)C21 aQI
C1=CC2CC1CCC2C12CCC(C[CH2:2]1)OC2 aQJ
C1=CC2CC1CCCC1=CCCCC12 aQK
C1=CC2CC1CCN2 aQL
C1=CC2CC1CCN2C1C2CC3CNC1C3C2 aQM
C1=CC2CC1CCN2C1C2CCCC1CNC2 aQN
C1=CC2CC1CCN2C1C2CNCC1C2 aQO
C1=CC2CC1CCN2C1CC2CCC1C2 aQP
C1=CC2CC1CCN2C1CC2CCC1CC2 aQQ
C1=CC2CC1CCN2C1CC2CCC1NC2 aQR
C1=CC2CC1CCN2C1CC2CCCC(C1)N2 aQS
C1=CC2CC1CCN2C1CC2CNC1C2 aQT
C1=CC2CC1CCN2C1CC2CSCC(C1)N2 aQU
C1=CC2CC1CCN2C1CCCCCC1 aQV
C1=CC2CC1CN2 aQW
C1=CC2CC1CN2C1C2CC3CNC1C3C2 aQX
C1=CC2CC1CN2C1C2CCCC1CC2 aQY
C1=CC2CC1CN2C1C2CCCC1COC2 aQZ
C1=CC2CC1CN2C1C2CNCC1C2 aRa
C1=CC2CC1CN2C1CC2CCC1CC2 aRb
C1=CC2CC1CN2C1CC2CCCC(C1)N2 aRc
C1=CC2CC1CN2c1nnc[nH]1 aRd
C1=CC2CC1CN2c1nnn[nH]1 aRe
C1=CC2CC1CO2 aRf
C1=CC2CC1N1CCc3ccc4c(c31)N2CC4 aRg
C1=CC2CC1NN2 aRh
C1=CC2CC1NO2 aRi
C1=CC2CC1ON2C1C2CC3CNC1C3C2 aRj
C1=CC2CC1ON2C1C2CCCC1COC2 aRk
C1=CC2CC1ON2C1CC2CCC1CC2 aRl
C1=CC2CC1ON2C1CC2CCC1CN2 aRm
C1=CC2CC1ON2C1CC2CNC(C2)C1 aRn
C1=CC2CC1ON2C1CC2COCC(C1)N2 aRo
C1=CC2CC1ON2C1CC2CSCC(C1)N2 aRp
C1=CC2CC1ON2C1CCC2CCNC1C2 aRq
C1=CC2CC1ON2C1CCCCCC1 aRr
C1=CC2CC23CCCC13 aRs
C1=CC2CC23CCCCC3C1 aRt
C1=CC2CC2NCCNCNCCCCC1 aRu
C1=CC2CC3(CC1)CCCOC1CCCC2C1O3 aRv
C1=CC2CC3(CCCC3CO2)OC1 aRw
C1=CC2CC3(CN2)OCC=C13 aRx
C1=CC2CC34CCC5CCCC(CC=C3C3CCC(CC1)C23)C54 aRy
C1=CC2CC34CCCC5CCCC53CC4C3CC1CC2C3 aRz
C1=CC2CC34CCCCC3C(C1)CC2O4 aRA
C1=CC2CC3=C(C2)CC(CCCCC1)CC3 aRB
C1=CC2CC3=C(CCCN3)C(C1)C2 aRC
C1=CC2CC3=C(NCC3)C(C1)N2 aRD
C1=CC2CC3=C4CCC(CCCCCC45CCCC(C1)C25)C3 aRE
C1=CC2CC3=CCC(=CC4=NC(CC4)C4CCC(=N4)CC1=N2)N3 aRF
C1=CC2CC3=CCC(=N3)C=C3CC4CCOCC4(N3)C3=CCC(=CC1=N2)N3 aRG
C1=CC2CC3=CCC(=N3)C=C3CCC(N3)C3=CCC(=N3)CC1=N2 aRH
C1=CC2CC3=CCC(=N3)C=C3CCC(N3)C3=NC(=CC1=N2)CC3 aRI
C1=CC2CC3=CCC(=N3)C=C3CCC(N3)C3CCC(=N3)C=C1N2 aRJ
C1=CC2CC3=CCC(=N3)C=C3CCC(N3)C3CCC(=N3)CC1=N2 aRK
C1=CC2CC3=CCC(=N3)CC3C=CC(CC4=NC(=CC4)CC1N2)N3 aRL
C1=CC2CC3=NC(=CC4=NC(CC4)C4CCC(=N4)CC1=N2)CC3 aRM
C1=CC2CC3=NC(C=C3)Cc3ccc([nH]3)CC3C=CC(=N3)CC1=N2 aRN
C1=CC2CC3=NC(C=C4CCC(N4)C4CCC(CC1=N2)N4)CC3 aRO
C1=CC2CC3=c4c(c5cccc6c5c5c4c2c(c2cccc(c25)C6)=C1)C=CC3 aRP
C1=CC2CC3C(CCC4CCCC5CCC3C45)C3CCCC(=C23)C1 aRQ
C1=CC2CC3C1C1C=C4CCCCC42C3C1 aRR
C1=CC2CC3C1CCN3CC21CO1 aRS
C1=CC2CC3C4C5CC67CC=CC(CCN46)C7N4CCC6(CCN(C1)C26)C34O5 aRT
C1=CC2CC3C4CCCC3C(CC4)C2CC=CCNCCCC2CC(=C1)CN2 aRU
C1=CC2CC3C=C(CCc4cccc(c4)C1)C2CC3 aRV
C1=CC2CC3C=CC(CC4CCC(CC5C=CC(CC1N2)N5)N4)N3 aRW
C1=CC2CC3C=CC2C(C1)C3 aRX
C1=CC2CC3C=CC4CC1C2C43 aRY
C1=CC2CC3C=COC(C3)C2CO1 aRZ
C1=CC2CC3C=COCC3C3CN2C(C1)CO3 aSa
C1=CC2CC3CC(C1)C2C3 aSb
C1=CC2CC3CC(C=CO3)C2CO1 aSc
C1=CC2CC3CC(CCO3)CC2C1 aSd
C1=CC2CC3CC(c4cccc(c4)O3)C23OC3O1 aSe
C1=CC2CC3CC2C(O1)OC1CCCC(COCCCO3)O1 aSf
C1=CC2CC3CC4(CCC56CCCC(CCC5(C1)C24)C6)CO3 aSg
C1=CC2CC3CC4(CCC5CCCCC5(C1)C24)CO3 aSh
C1=CC2CC3CC45COCC4(C3)C2CC1O5 aSi
C1=CC2CC3CC4C=CC(C1)C2C43 aSj
C1=CC2CC3CC4CCC5CCC6=C(C54)C3C3(C1)C(CCCC23)C6 aSk
C1=CC2CC3CCC(O1)C23 aSl
C1=CC2CC3CCC(O3)C23CNCC3C1 aSm
C1=CC2CC3CCC24OCC(=C4O3)CCCCC1 aSn
C1=CC2CC3CCC24OCC(=C4O3)CCCCOC1 aSo
C1=CC2CC3CCC2C(C1)O3 aSp
C1=CC2CC3CCC2C3C1 aSq
C1=CC2CC3CCC4=C5C3C3=C2C26COC(=CC7CC8CCCC7N7CC9CC(CN5C9CC4)C87)C2(CC3)C2(CCCO2)C6CC1 aSr
C1=CC2CC3CCC4=C5C3C3=C2C26COC(=CC7CCC8C9CC(CN8C7)C(C=C4)N5C9)C2(CC3)C2(CCCO2)C6CC1 aSs
C1=CC2CC3CCC4=C5C3C3=C2C26COC(=CC7CCC8C9CC(CN8C7)C(CC4)N5C9)C2(CC3)C2(CCCO2)C6CC1 aSt
C1=CC2CC3CCC4=C5C3C3=C2C26COC(=CCCN7CC8CC(C7)C(C=C4)N5C8)C2(CC3)C2(CCCO2)C6CC1 aSu
C1=CC2CC3CCC4=C5C3C3=C2C26COC(=CCCN7CC8CC(C7)C(CC4)N5C8)C2(CC3)CC6CC1 aSv
C1=CC2CC3CCC4CC5CCC(C1)C25C4N3 aSw
C1=CC2CC3CCC4COC=C1C43C2 aSx
C1=CC2CC3CCCC24C2=C(CCCC12)CCC34 aSy
C1=CC2CC3CCCC3C3OCC1CC23 aSz
C1=CC2CC3CCCC45C(CCCC34)CCC(C1)C25 aSA
C1=CC2CC3CCCC4CNCC(C2)(O1)C43 aSB
C1=CC2CC3CCCCC34CCCC1CC24 aSC
C1=CC2CC3CCCCC34CCCCC1CC24 aSD
C1=CC2CC3CCCCCC4CC5=C(C1CCC5)C2C43 aSE
C1=CC2CC3CCN2C(CC1)C3 aSF
C1=CC2CC3CCN4CCC5(CCN(C1)C25)C34 aSG
C1=CC2CC3CNCCC34CCN(C1)C24 aSH
C1=CC2CC3CNCCC34CCN(C1)C24.C1=CC2CC=C3NC=CC34CCN(C1)C24 aSI
C1=CC2CC3COC(C13)C21Oc2cccc3c2CC1C3 aSJ
C1=CC2CC3COC(C13)C21Oc2cccc3c2CC1CO3 aSK
C1=CC2CC3COC4(CCCC(O1)C24)O3 aSL
C1=CC2CC3COC4=CCC(C1)C2C43 aSM
C1=CC2CC3COC4=CCC5(C1)CCCC1CC25C43O1 aSN
C1=CC2CC3COC4=CCC5C(C1)CC1CCCCC16CC25C43O6 aSO
C1=CC2CC3COC=C4COC25C(C1)CCCC435 aSP
C1=CC2CC3NCC(O3)C2CO1 aSQ
C1=CC2CC3NCCC45C(C=CCC34)OC(=C1)C25 aSR
C1=CC2CC3NCCC45C(CC=CC34)OC(=C1)C25 aSS
C1=CC2CC3NNCCC4CCCC(C1)(C2)C43 aST
C1=CC2CC3OC34CCCCC43OC23CC1 aSU
C1=CC2CC3OCC1C2CO3 aSV
C1=CC2CC3OCCC4CCCC5C2C(C1)OCC435 aSW
C1=CC2CC=C3CC4CCC(C1)C32C4 aSX
C1=CC2CC=C3COCC34CCCC(CC1)C24 aSY
C1=CC2CC=C3NC=CC34CCN(C1)C24 aSZ
C1=CC2CC=C3NC=CC34CCN(C1)C24.C1=CC2CC=C3NCCC34CCN(C1)C24 aTa
C1=CC2CC=C3NC=CC34CCN(C1)C24.C1=CC2CCN3CCCC4=C3C2N(C1)C4 aTb
C1=CC2CC=C3NC=CC34CCN(C1)C24.C1CN2CCC34CCNC35CCC(C1)(CC5)C24 aTc
C1=CC2CC=C3NCCC34CCN(C1)C24 aTd
C1=CC2CC=C3NCCC34CCN(C1)C24.C1=CC2CC=C3NCCC34CCN(C1)C24 aTe
C1=CC2CC=CC(C1)C2 aTf
C1=CC2CC=CC(CC1)C2 aTg
C1=CC2CC=CC3CCCCC4=CCNC(=C4)Nc4ccc5c6c(n(cc46)CCCCCCCC23C=C1)CCC5 aTh
C1=CC2CC=CC3CCCCC4=CCNC(=C4)Nc4cccc5cn(cc45)CCCCCCCC23C=C1 aTi
C1=CC2CC=CC3CNCC23CC1 aTj
C1=CC2CC=CC3CNCC23CCCCCC1 aTk
C1=CC2CC=CC3CNCC23CCCCCCC1 aTl
C1=CC2CC=CC3CNCC23OCCCCCCCCC1 aTm
C1=CC2CC=CC3COC(=C23)C1 aTn
C1=CC2CC=CCC3CCC(=C23)C1 aTo
C1=CC2CC=CCOc3cccc4c3C(NC4)C(=C1)C2 aTp
C1=CC2CC=NN2CO1 aTq
C1=CC2CCC(C1)C1CCC3CCCCC21C3 aTr
C1=CC2CCC(C1)C2 aTs
C1=CC2CCC(C1)C2N1CC2CC(C1)N2 aTt
C1=CC2CCC(C1)C2N1CC2CCCC(C2)C1 aTu
C1=CC2CCC(C1)C2N1CCC2CC1C2 aTv
C1=CC2CCC(C1)C2N1CCCCN1 aTw
C1=CC2CCC(C1)C2N1CCCNCCOCC1 aTx
C1=CC2CCC(C1)C2N1CCOCCN1 aTy
C1=CC2CCC(C1)CC2 aTz
C1=CC2CCC(C1)CN2 aTA
C1=CC2CCC(C1)CO2 aTB
C1=CC2CCC(C1)N2 aTC
C1=CC2CCC(C1)NC2 aTD
C1=CC2CCC(C1)O2 aTE
C1=CC2CCC(C1)S2 aTF
C1=CC2CCC(C1)[NH2+]2 aTG
C1=CC2CCC(C2)OC1 aTH
C1=CC2CCC(C2)OCC2=COCC(CO1)C2 aTI
C1=CC2CCC(C=C1)C2 aTJ
C1=CC2CCC(CC1)O2 aTK
C1=CC2CCC(CC2)O1 aTL
C1=CC2CCC(CCC3CCOC(CC1)CC3)O2 aTM
C1=CC2CCC(CCCC1)O2 aTN
C1=CC2CCC(CCCCCCCC1)O2 aTO
C1=CC2CCC(CCN1)CC2 aTP
C1=CC2CCC(O2)C2CCC1O2 aTQ
C1=CC2CCC1C(C1=CCOC1)[CH2:2]2 aTR
C1=CC2CCC1C13C=CC21C1C=CC3NN1 aTS
C1=CC2CCC1C13C=NC21CCC3 aTT
C1=CC2CCC1C13C=NC21CCCC3 aTU
C1=CC2CCC1C13CCCC21N3 aTV
C1=CC2CCC1C1C2C2C1C1C3CC4CCC(C31)C1C4C12 aTW
C1=CC2CCC1C1C=CC21 aTX
C1=CC2CCC1C1C=CC2N2CNCN12 aTY
C1=CC2CCC1C1CCC=C3OCCC321 aTZ
C1=CC2CCC1C1CCC=C3OCCCC321 aUa
C1=CC2CCC1C1CNNCC21 aUb
C1=CC2CCC1C2 aUc
C1=CC2CCC1CC1=C[CH+]N=C12 aUd
C1=CC2CCC1CC2 aUe
C1=CC2CCC1CC2C1=CCOC1 aUf
C1=CC2CCC1CCC1CCCCC21 aUg
C1=CC2CCC1CCCCCNCNCC1C=CC3CCCC1C3Oc1cccc(c1)C1CCc3c(ccc4c3C2CCC4)O1 aUh
C1=CC2CCC1CCCCCNCNCC1C=CC3CCCC34CCCC(Oc3cccc(c3)C3CCc5c(ccc6c5C2CCC6)O3)C14 aUi
C1=CC2CCC1CCCCCNCNCC1CCC3CCCC1C3Oc1cccc(c1)C1CCc3c(ccc4c3C2CCC4)O1 aUj
C1=CC2CCC1CCCCCNCNCCC1CCCCC1Oc1cccc(c1)C1CCc3c(ccc4c3C2CCC4)O1 aUk
C1=CC2CCC1CCCCCNCNCCCCOc1cccc(c1)C1CCc3c(ccc4c3C2CCC4)O1 aUl
C1=CC2CCC1CCCN1CCC2C1 aUm
C1=CC2CCC1CCOCC21CO1 aUn
C1=CC2CCC1CN2 aUo
C1=CC2CCC1CO2 aUp
C1=CC2CCC1CS2 aUq
C1=CC2CCC1Cc1cc[nH]c12 aUr
C1=CC2CCC1N1CCCCN21 aUs
C1=CC2CCC1N1CNCN21 aUt
C1=CC2CCC1N2 aUu
C1=CC2CCC1NN2 aUv
C1=CC2CCC1NO2 aUw
C1=CC2CCC1O2 aUx
C1=CC2CCC1ON2C1C2CCC1CNC2 aUy
C1=CC2CCC1ON2C1C2CNCC1C2 aUz
C1=CC2CCC1ON2c1nnn[nH]1 aUA
C1=CC2CCC1P2 aUB
C1=CC2CCC1S2 aUC
C1=CC2CCC1c1cccc[n+]12 aUD
C1=CC2CCC23CCCCC3C1 aUE
C1=CC2CCC3(C1)CCC1=C3C2Cn2ccc3[nH]cc(c32)CCC1 aUF
C1=CC2CCC3(C1)CCC=C3C2 aUG
C1=CC2CCC3(C1)CCCCCCNC1CCCC2C13 aUH
C1=CC2CCC3(CCCC=C13)O2 aUI
C1=CC2CCC3(CCCCC23)O1 aUJ
C1=CC2CCC3(OCC=C13)O2 aUK
C1=CC2CCC34C5=COC2C3(C1)CCCC4C1C=CC5C1 aUL
C1=CC2CCC34C5=COC2C3(C1)CCCC4CCC5 aUM
C1=CC2CCC34C=COC2C3(C1)CCCC4 aUN
C1=CC2CCC34CCC1C3C21CCCCC1CC4 aUO
C1=CC2CCC34CCCC3CCC3CCC5OC34C2CC15 aUP
C1=CC2CCC34CCCCCC56CCCCC5CC1C(=C6CC3)C24 aUQ
C1=CC2CCC34COC5CCC=CCC53C=CC3OC(CC1)C2C34 aUR
C1=CC2CCC34COCCC3C2C(C1)O4 aUS
C1=CC2CCC3=C(CCCN(C1)C2)CCN3 aUT
C1=CC2CCC3=C(CCN3)CC(C2)N1 aUU
C1=CC2CCC3=C(CCN3)CCN(C1)C2 aUV
C1=CC2CCC3=C(CCN3)CC[NH+](C1)C2 aUW
C1=CC2CCC3=C(CCN3)CN(C1)C2 aUX
C1=CC2CCC3=C(CCN3)C[NH+](C1)C2 aUY
C1=CC2CCC3=C4C(CCC42O1)COC3 aUZ
C1=CC2CCC3=C4C2C2=C1C1COC(=CCCN5CC6CC(C5)C(CC3)N4C6)C1CC2 aVa
C1=CC2CCC3=CC=NC(=C1)C32 aVb
C1=CC2CCC3=CCC4CCCC5CCC2C3(C1)C45 aVc
C1=CC2CCC3=CCOc4ccc(c2c43)C1 aVd
C1=CC2CCC3C(c4ccc[nH]4)CCCCCC1CC23 aVe
C1=CC2CCC3C4C=C5CC6CCC(CCCCC4)C53C26CN1 aVf
C1=CC2CCC3C4CCC(OCC23CC1)O4 aVg
C1=CC2CCC3C=CC(C=CC2CC1)O3 aVh
C1=CC2CCC3C=CC(CCC2CC1)O3 aVi
C1=CC2CCC3C=CC4CC23C(C1)C1CCCC2CCCC421 aVj
C1=CC2CCC3C=CC4CCC(C1)C23C4 aVk
C1=CC2CCC3C=CCN4CCN(C1)C2=C34 aVl
C1=CC2CCC3CC23CCC1 aVm
C1=CC2CCC3CC=C4CC5CCCC43C25CN1 aVn
C1=CC2CCC3CCC(C4OC5COC6CC=CC(C65)[CH2:2]4)C23CC1 aVo
C1=CC2CCC3CCC(O3)C3CCC(CCCCC4=NCCCC42CC1)O3 aVp
C1=CC2CCC3CCC1C23 aVq
C1=CC2CCC3CCC23C1 aVr
C1=CC2CCC3CCC4=C(C1CCC4)C23 aVs
C1=CC2CCC3CCC4C5=C6C1=CC1(CCCC6(CC46CCCC6)O1)Oc1ccc4ccnc(c4c1)NCCC523 aVt
C1=CC2CCC3CCC4C5CC6CN(CCC=C7OCC8C1=C(CCC78)C2C3N4C6)C5 aVu
C1=CC2CCC3CCC4CC3C23CC42CCCC2C=C3C1 aVv
C1=CC2CCC3CCC4CCCC(C1)C4C23 aVw
C1=CC2CCC3CCC4CCCC2(OC1)C43 aVx
C1=CC2CCC3CCC4CCCCC4(C1)C23 aVy
C1=CC2CCC3CCCC(C1)C23 aVz
C1=CC2CCC3CCCC23C1 aVA
C1=CC2CCC3CCCC23CC1 aVB
C1=CC2CCC3CCCC2C3C1 aVC
C1=CC2CCC3CCCC4CCC(C1)C2C34 aVD
C1=CC2CCC3CCCC4CCC1CC243 aVE
C1=CC2CCC3CCCCC(CC1)C2C3 aVF
C1=CC2CCC3CCCCC23CO1 aVG
C1=CC2CCC3CCCCC34CC24CC1 aVH
C1=CC2CCC3CCCCC34OC24C1 aVI
C1=CC2CCC3CCCCC4CC5CCCC1C5C2C34 aVJ
C1=CC2CCC3CCCCCC(C1)C23 aVK
C1=CC2CCC3CCCCCCC1C23 aVL
C1=CC2CCC3CCCOC(C1)C23 aVM
C1=CC2CCC3CCCOCC23CC1 aVN
C1=CC2CCC3CCCc4cc(ccc43)OCc3ccc(cc3)C2CC1 aVO
C1=CC2CCC3CCNC(=N1)N23 aVP
C1=CC2CCC3CCNC(=N1)N23.C1CC2CCC3C[CH2:2]NC(=N1)N23 aVQ
C1=CC2CCC3CCNC(=[N+]23)N1.C1=[CH:2]C2CCC3CCNC(=[N+]32)N1 aVR
C1=CC2CCC3CCOC(=CC1O2)C3 aVS
C1=CC2CCC3CCOC4OC1CC234 aVT
C1=CC2CCC3CCOCC23CC1 aVU
C1=CC2CCC3CN4COc5cccc(c54)C34CCN(C1)C24 aVV
C1=CC2CCC3CNC(C1)C2C3 aVW
C1=CC2CCC3CNCCC34CCN(C1)C24 aVX
C1=CC2CCC3COC2C3C1 aVY
C1=CC2CCC3COCC23C=C1 aVZ
C1=CC2CCC3COCC23CC1 aWa
C1=CC2CCC3COCC45Cc6c(cccc6CC4O5)CCCCCC4C=CC3C2C4C1 aWb
C1=CC2CCC3COCC45Cc6c(cccc6CC4O5)CCCCCCC(C1)C2C3 aWc
C1=CC2CCC3COCC4CCc5cccc(c5C4)CCCCCC4CCC3C2C4C1 aWd
C1=CC2CCC3N4CCCc5cccc(c54)C34CCN(C1)C24 aWe
C1=CC2CCC3NC(C4=CCCCC4)=[CH:2]C2C3C1 aWf
C1=CC2CCC3NC=CC34CCN(C1)C24 aWg
C1=CC2CCC3NC=CC34CCN(C1)C24.C1=CCC2OC3CC4CN(CC1)C42C3 aWh
C1=CC2CCC3NCCC34CCN(C1)C24 aWi
C1=CC2CCC3NCCC34CCN(C1)C24.C1CC2CCC3=NCCC34CCN(C1)C24 aWj
C1=CC2CCC3OC1CC23 aWk
C1=CC2CCC3OC24C(C1)CCC1C=CC3CC14 aWl
C1=CC2CCC3OC4CCC(CC4)CC4CC5(CCC1C(C5)C23)CN4 aWm
C1=CC2CCC3OCCC(C1)C23 aWn
C1=CC2CCC3Oc4ccc(cc4)CC4C=C(CN4)CC(C1)C23 aWo
C1=CC2CCC3Oc4ccc(cc4)CC4CC(CN4)CC(C1)C23 aWp
C1=CC2CCC3Oc4ccc(cc4)CC4NCC(CC(C1)C23)C4C12CNC(Cc3ccc(cc3)OC3CCC4C=CCC(C1)C43)[CH2:2]2 aWq
C1=CC2CCC3Oc4ccc(cc4)CCCCC(C1)C23 aWr
C1=CC2CCC3Oc4cccc(c4)CC4CC(=CC(C1)C23)CN4 aWs
C1=CC2CCC=C2Cc2cccc(c2)COCCCCCC1 aWt
C1=CC2CCC=C3C2C2=C1C14CCC1(CC2)C(=CCCN1CC2CC(C1)CN3C2)OC4 aWu
C1=CC2CCC=C3CC=C4OCOC4(O1)C32 aWv
C1=CC2CCC=CC2=CCCC2CC=CC(CC1)O2 aWw
C1=CC2CCC=CC2=CCCC2CCCC(CC1)O2 aWx
C1=CC2CCCC(C1)C2 aWy
C1=CC2CCCC(C1)C21Oc2cccc3c2CC1CO3 aWz
C1=CC2CCCC(C1)CC2 aWA
C1=CC2CCCC(C1)N2 aWB
C1=CC2CCCC(C1)O2 aWC
C1=CC2CCCC(C1)S2 aWD
C1=CC2CCCC(C1)[NH2+]2 aWE
C1=CC2CCCC(C1)[SH+]2 aWF
C1=CC2CCCC(C2)O1 aWG
C1=CC2CCCC(C3CO[CH2:2]3)CC(C1)C2 aWH
C1=CC2CCCC(CC1)N2 aWI
C1=CC2CCCC(CC3CCCC(CCCCOCCC4=CC5CCOC(C1)(C5)O4)O3)O2 aWJ
